label,target,corpus,target_group,Race,Religion,Gender,Sexual Orientation,Miscellaneous
hatespeech,['African'],how is nigger baby,['Race'],1,0,0,0,0
offensive,['African'],nothin number c buncha coon lining number free stuff,['Race'],1,0,0,0,0
normal,['None'],even queer like beer international beer day,['Miscellaneous'],0,0,0,0,1
normal,['None'],first sat watching photo yazidi woman little girl sold slave refusing escaped refugee status europe usa u send money moslem refugee caused problem christian really victim,['Miscellaneous'],0,0,0,0,1
offensive,['Islam'],violent muzzies inbred retard iq number,['Religion'],0,1,0,0,0
hatespeech,['Jewish'],user hey jewie you still suckin jew cock twitter son,['Religion'],0,1,0,0,0
normal,['None'],user user user user user user user consequence recognizing duped biologically raped dire one sickest nation overall people stupid gullable stupid make informed decision ask insert,['Miscellaneous'],0,0,0,0,1
normal,['None'],user spanish  nd spoken language planet even speak spanish white person would learn arabic fun stated african arab tweet stop clowning assuming race like,['Miscellaneous'],0,0,0,0,1
normal,['None'],user tea dyke say dyke,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],miss micro nigger chan,['Race'],1,0,0,0,0
hatespeech,['African'],obama greasy nigger number number still by the way mlk malcolmx great american happy mlk day maga,['Race'],1,0,0,0,0
hatespeech,['Jewish'],whose surprised kike gona kike,['Religion'],0,1,0,0,0
hatespeech,['Islam'],mafia leave severed goat head bed moslem refugee,['Religion'],0,1,0,0,0
hatespeech,"['African', 'Women']",female sheboon spotted trying dispose body,"['Race', 'Gender']",1,0,1,0,0
hatespeech,['African'],like nigger much change name walkerifuckniggers begone nigger lover,['Race'],1,0,0,0,0
normal,['None'],another bbc poster paki stani,['Miscellaneous'],0,0,0,0,1
offensive,['Arab'],sound like clothing line start line robe called tommy goatfucker,['Race'],1,0,0,0,0
hatespeech,['African'],tfw vice provost diversity nigger equity vp difference sameness time happy,['Race'],1,0,0,0,0
hatespeech,['Jewish'],god dammit trump looking kike pussy,['Religion'],0,1,0,0,0
normal,['None'],gay i am wandschrank,['Miscellaneous'],0,0,0,0,1
normal,['None'],hsh said seunghyun got drug as already dealing back number literallt dumbest bitch,['Miscellaneous'],0,0,0,0,1
normal,['None'],nigga love staying contact old bitch,['Miscellaneous'],0,0,0,0,1
offensive,['Women'],stupid goofy opps as hoe,['Gender'],0,0,1,0,0
normal,['None'],lily problematic jump yes season black ink crew chi,['Miscellaneous'],0,0,0,0,1
normal,['None'],hope finding good jewelry inside treasure box yg let u go diamond picked gold,['Miscellaneous'],0,0,0,0,1
normal,['None'],black girl schooled white girl police brutality harassment police black people face eastside story,['Miscellaneous'],0,0,0,0,1
hatespeech,['Other'],do not hate muslim black people mind hate pakis though okay human,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user user know like situation know thru thought matter like thing white devil,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user ever thoight left thier home forcefully daughter raped people killed an sick,['Miscellaneous'],0,0,0,0,1
offensive,['African'],nigger need stop homophobic,['Race'],1,0,0,0,0
normal,['None'],user user white ethnostate without white woman degree similar ancient athens several ring living space inmost reserved white men irish slav jew italian balkan new worlders etc,['Miscellaneous'],0,0,0,0,1
normal,['None'],biggest regret life listening esacpe chugging piña coladas hawaii say white trash i do not know hate thanks,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user look like number something trailer trash single mother number,['Miscellaneous'],0,0,0,0,1
normal,['None'],user real madrid europa bound spanish division number coming next madrid raped home ground  courtois great keeper ramos world class defender  lmao,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user user user agreed said extraordinary special effing job anybody would situation tired canonizing romanticizing hillbilly cousin marrying buffoon,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user user europe willing share refugee burden long time however deliberate encouraged turkish state invasion illegal immigrant europe mean blackmail must pas europe answer many way,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],see google gab right wing hate speech group well cock sucker like left created condition normal people stomped last number year nigger black house poured gas,['Race'],1,0,0,0,0
normal,['None'],every time catch white person shouting nigger hate sudden want cry act like know better cry shouting blanche,['Miscellaneous'],0,0,0,0,1
normal,['None'],chink nigger redskin ah already tell blunt racist dialogue one white character opening scene going good exploitation film,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],supervisor fucking coon white kid telling kid acting like nigger nothing,['Race'],1,0,0,0,0
hatespeech,['African'],want jimmy kimmel one ate kid halloween candy video instead halloween candy challenge suburban white parent call number black kid knock door nigger,['Race'],1,0,0,0,0
hatespeech,['African'],let old man white man work car beginning instead letting nigger spic play hood,['Race'],1,0,0,0,0
offensive,['African'],drunk driving could easily killed past couple year luckily enough people mpc called nigger stopped mpc status update,['Race'],1,0,0,0,0
hatespeech,['Jewish'],fact fact deal forsake jesus kike return god ancestor,['Religion'],0,1,0,0,0
hatespeech,['Jewish'],happy last kike hang tree,['Religion'],0,1,0,0,0
offensive,['African'],meet congressional black caucus ryan asked trump responded would want set meeting friend black activist complain trump assumes nigger ryan know nigger caucus member assume asked friend,['Race'],1,0,0,0,0
offensive,['African'],princess diana illegitimate son negress,['Race'],1,0,0,0,0
offensive,['African'],user love ebonics nigger animal,['Race'],1,0,0,0,0
hatespeech,['Hispanic'],jury katie stienle trial let piece shit guilty murder vigilante justice need make come back big way going let murdering beaner walk street,['Race'],1,0,0,0,0
hatespeech,['African'],fuck nigger read moar faggot appears good nigger,['Race'],1,0,0,0,0
hatespeech,['Jewish'],another sick alt kike faggot pay thots shekel goy donate mike heeb wife long know doug mackey sale medium hack rip reputation,['Religion'],0,1,0,0,0
hatespeech,"['African', 'Women']",welp drunken psychotic rage thot nigger please lock youself teh night prank bro,"['Race', 'Gender']",1,0,1,0,0
normal,['None'],moslem men relent forcing woman walk behind mine field,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],lolz particularly relevant since nigger alex haley appropriated story root white man begin intensive research essay subject ended near suspension university user,['Race'],1,0,0,0,0
hatespeech,['Jewish'],user hey thank following back guy kike avatar vnnforum right fan by the way wink twitter acc,['Religion'],0,1,0,0,0
hatespeech,"['Homosexual', 'Jewish']",kike buddy lena dunham hypnotised dyke relationship,"['Sexual Orientation', 'Religion']",0,1,0,1,0
hatespeech,['African'],getting ready another season nigger collision,['Race'],1,0,0,0,0
hatespeech,"['Women', 'Jewish']",nah posted ugly kike anonymous nude sending minor twitter claimed going to dox purposely endanger child may dared got whore fired turnabout fair play,"['Gender', 'Religion']",0,1,1,0,0
normal,['None'],moslem flee moslem country do not make islamophobic,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],dyke haircut pink hoodie man,['Sexual Orientation'],0,0,0,1,0
hatespeech,['African'],skin color never determine whether one form mouth make sound idiot find offense nigger equal slave one act like slave one called slave every leftist nigger,['Race'],1,0,0,0,0
hatespeech,['African'],to be honest never watch nigger ball variety anyway boycott continuation status quo,['Race'],1,0,0,0,0
normal,['None'],also wtf rosho sing about violence school really giving damn lmao wtf drop,['Miscellaneous'],0,0,0,0,1
normal,['None'],number forward number back nigga catch damn break,['Miscellaneous'],0,0,0,0,1
normal,['None'], novice cm jagan inaugurate milli council meet chief minister y jaganmohan reddy inaugurate annual congression india milli council aimc confederation jamaiths muslim community india vijayawada date cm expressed h …,['Miscellaneous'],0,0,0,0,1
offensive,"['Homosexual', 'Disability']",fuck game gay retarded,"['Sexual Orientation', 'Miscellaneous']",0,0,0,1,1
normal,['None'],user really kool seen ucla florida st unc play look pretty good,['Miscellaneous'],0,0,0,0,1
normal,['Homosexual'],user ya lil bitch late sum mf milk n cooky faggot  nigga real fool,['Sexual Orientation'],0,0,0,1,0
normal,['None'],user user queer theory destroying affinity transsexual gay people particularly lesbian,['Miscellaneous'],0,0,0,0,1
normal,['None'],user ahahahahah follower rapist profit flying donkey raped murdered aisha minor girl goat camel murderous cult calling others rapist slow clap     ,['Miscellaneous'],0,0,0,0,1
normal,['None'],user bet whoever know series goku barely mui without get raped gogeta mash broly wanted kill broly would happened,['Miscellaneous'],0,0,0,0,1
offensive,['Caucasian'],anyone else remember weird white trash wannabe gangster furry got banned threatening baby fur video gun money drug,['Race'],1,0,0,0,0
normal,['None'],user user speaking tongue bullshit cured world hunger eradicated disease saved million kid raped murdered oh wait,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user considered refugee broke law storm trolling genuinely curious refugee status applied,['Miscellaneous'],0,0,0,0,1
normal,['None'],important tell love good queer story happy ending also love realistic story portraying childhood trauma internal homophobia god,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user buddhist hindu sikh refugee refugee country thankfully discriminate accepting refugee based religion follow,['Miscellaneous'],0,0,0,0,1
normal,['Homosexual'],mettaton queer icon,['Sexual Orientation'],0,0,0,1,0
normal,['None'],user user son died dementia age three currently amidst killing self stanky as booty pic ching chong as would make life much better right now,['Miscellaneous'],0,0,0,0,1
normal,['None'],user fucking hate,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],user user jsjsjsj mean saying care kim because care pop pop faggot pop element techno big appreciation popper spooky thing you care about specially spook,['Sexual Orientation'],0,0,0,1,0
normal,['None'],well said nude rest month sexyon halloween naked get raped certain werehog,['Miscellaneous'],0,0,0,0,1
hatespeech,"['Women', 'Homosexual']",user people defend woman right post as pic instagram try push job suddenly say degrading ugly dyke pick something offended stick,"['Gender', 'Sexual Orientation']",0,0,1,1,0
hatespeech,['Jewish'],user hanging kike moose nut lol got to grin ya,['Religion'],0,1,0,0,0
hatespeech,"['Women', 'Hispanic']",else want beat shit wetback bitch,"['Gender', 'Race']",1,0,1,0,0
normal,['None'],yid jock go meal expensive restaurant bill come jock say pay next day headline jewish ventriloquist found beaten death,['Miscellaneous'],0,0,0,0,1
normal,['None'],great example fake white would willing sell moslem agree even white traitor,['Miscellaneous'],0,0,0,0,1
offensive,"['Homosexual', 'Women']",shillary still cry lost traitorous hag hate race put illegals non white people figure go away one want shitty book except maybe dyke purple hair,"['Sexual Orientation', 'Gender']",0,0,1,1,0
hatespeech,"['Women', 'Jewish']",ambulance chasing kike feminist cunt gloria allred involved case know itz jewshit,"['Gender', 'Religion']",0,1,1,0,0
normal,['None'],user user she is blonde attractive shot wwe view woman disgusting,['Miscellaneous'],0,0,0,0,1
offensive,['Women'],yea i am about to beat hoe,['Gender'],0,0,1,0,0
hatespeech,['African'],plot twist nigger alive whole time ,['Race'],1,0,0,0,0
normal,['None'],  game throne spoiler   look away alien come kill white walker high five jon snow  game throne,['Miscellaneous'],0,0,0,0,1
normal,['None'],nate diaz nigga stockton number motherfucker wut wut,['Miscellaneous'],0,0,0,0,1
offensive,['Women'],po hustling as hoe,['Gender'],0,0,1,0,0
hatespeech,['Arab'],even vacation dune coon always keep whip hand strong,['Race'],1,0,0,0,0
normal,['None'],user yeah would kill intern,['Miscellaneous'],0,0,0,0,1
normal,['None'],user got to get good hw swole lip make beat double barrel nostril boy go get white as,['Miscellaneous'],0,0,0,0,1
normal,['None'],need apps update get dark mode white background ghetto,['Miscellaneous'],0,0,0,0,1
normal,['None'],i am queer muslim tired,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],user user user kill nigger aii lmao good luck,['Race'],1,0,0,0,0
hatespeech,['Jewish'],kike gentleman kick door,['Religion'],0,1,0,0,0
offensive,['African'],i have coutry number year i have never heard americn school college military south ever call lack facility perhaps said nigge you dumb would believe guess i am moron,['Race'],1,0,0,0,0
normal,['None'],evil moslem warlord sadiq khan need locked gitmo encouraging fellow devout moslem carry terrorist attack west,['Miscellaneous'],0,0,0,0,1
